SPECIES,ECO_NAME,latitude,longitude,GARDEN_CODE,INSTITUTION,INFRASPECIFIC_COLLECTIONS_ASSIGNED,FINEST_TAXON_RESOLUTION,ROUNDED_G_RANK,ROUNDED_N_RANK,COSEWIC_DESC,total_accessions_sp,garden_accessions_sp,genebank_accessions_sp,PRIMARY_ASSOCIATED_CROP_COMMON_NAME,UNABLE_TO_ASSIGN_GEO_DISTR,CWR,WUS,NATIVE,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_1,PRIMARY_ASSOCIATED_CROP_TYPE_GENERAL_2,SECONDARY_ASSOCIATED_CROP_TYPE_GENERAL,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_1,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_2,PRIMARY_CROP_OR_WUS_USE_SPECIFIC_3,SECONDARY_CROP_OR_WUS_USE_1,TIER,GENEPOOL,CATEGORY,total_CWRs_in_ecoregion,endemic_CWRs_in_ecoregion,total_WUS_in_ecoregion,endemic_WUS_in_ecoregion,total_accessions_w_finest_taxon_res,garden_accessions_w_finest_taxon_res,genebank_accessions_w_finest_taxon_res,scientificName
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.69016,-80.29768,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.47913,-80.5272,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.70181,-80.28886,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.58565,-80.15521,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.69016,-80.29768,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.68091,-80.25933,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.13806,-79.17917,3,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.13806,-79.17917,3,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.13806,-79.17917,3,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.13806,-79.17917,3,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.68091,-80.25933,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.68091,-80.25933,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.43333,-81.2,PGRC,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.65818,-80.22612,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.69016,-80.29768,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.67545,-80.25071,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.46902,-81.45249,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,45.17134,-81.38554,PGRC,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.4656,-80.24218,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.35021,-76.05975,PGRC,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.52886,-80.14734,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.68091,-80.25933,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.69016,-80.29768,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.46902,-81.45249,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,46.45686,-84.97875,NPGS,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.58565,-80.15521,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,45.05391,-79.63055,PGRC,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.65818,-80.22612,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,41.25214,-82.3035,NPGS,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,41.38144,-82.31906,NPGS,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,41.27064,-82.29822,NPGS,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,46.32417,-84.63592,NPGS,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,45.01364,-79.61377,PGRC,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.934,-79.35057,PGRC,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.4656,-80.24218,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.67545,-80.25071,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.43333,-81.2,PGRC,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.67545,-80.25071,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,42.93238,-78.65891,NPGS,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.65818,-80.22612,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.69016,-80.29768,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.43333,-81.2,PGRC,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.67545,-80.25071,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.69016,-80.29768,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.54174,-80.2118,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.70181,-80.28886,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.33333,-80.08334,PGRC,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.3,-80.58334,PGRC,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.58565,-80.15521,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.65818,-80.22612,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.70181,-80.28886,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.69016,-80.29768,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.46902,-81.45249,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.69016,-80.29768,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,42.0798,-82.45147,PGRC,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.70181,-80.28886,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,42.38334,-81.8,PGRC,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.58565,-80.15521,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.70181,-80.28886,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.68091,-80.25933,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.56667,-81.6,PGRC,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.86666,-81.58334,PGRC,G,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,43.68091,-80.25933,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
Fraxinus americana,Great Lakes,44.02899,-81.12229,1,BG,,Y,G5,NNR,,2012,570,1442,Ash,NA,Y,Y,Y,Forest Resources,,NA,Forest Resources,,,NA,2,NA,2,126,8,240,22,775,477,298,Fraxinus americana L.
